FileName\Heur: 0,0.0,0.01,0.02,0.05,0.1,0.2,0.3
a280.tsp,2579.0,2579.0,2579.0,2579.0,2579.0,2579.0,2579.0
ali535.tsp,202339.0,202339.0,202339.0,202339.0,202339.0,202339.0,202339.0
att48.tsp,10628.0,10628.0,10628.0,10628.0,10628.0,10628.0,10628.0
att532.tsp,27686.0,27686.0,27686.0,27686.0,27686.0,27686.0,27686.0
berlin52.tsp,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0
bier127.tsp,118282.0,118282.0,118282.0,118282.0,118282.0,118282.0,118282.0
burma14.tsp,3323.0,3323.0,3323.0,3323.0,3323.0,3323.0,3323.0
ch130.tsp,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0
ch150.tsp,6528.0,6528.0,6528.0,6528.0,6528.0,6528.0,6528.0
d198.tsp,15780.0,15780.0,15780.0,15780.0,15780.0,15780.0,15780.0
d493.tsp,0.0,35002.0,35002.0,35002.0,35002.0,35002.0,35002.0
d657.tsp,48912.0,48912.0,48912.0,48912.0,48912.0,48912.0,48912.0
dsj1000.tsp,18660188.0,18660188.0,18660188.0,18660188.0,18660188.0,18660188.0,18660188.0
eil101.tsp,629.0,629.0,629.0,629.0,629.0,629.0,629.0
eil51.tsp,426.0,426.0,426.0,426.0,426.0,426.0,426.0
eil76.tsp,538.0,538.0,538.0,538.0,538.0,538.0,538.0
fl417.tsp,11861.0,11861.0,11861.0,11861.0,11861.0,11861.0,11861.0
gil262.tsp,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0
gr137.tsp,69853.0,69853.0,69853.0,69853.0,69853.0,69853.0,69853.0
gr202.tsp,40160.0,40160.0,40160.0,40160.0,40160.0,40160.0,40160.0
gr229.tsp,134602.0,134602.0,134602.0,134602.0,134602.0,134602.0,134602.0
gr431.tsp,171414.0,171414.0,171414.0,171414.0,171414.0,171414.0,171414.0
gr666.tsp,294358.0,294358.0,294358.0,294358.0,294358.0,294358.0,294358.0
gr96.tsp,55209.0,55209.0,55209.0,55209.0,55209.0,55209.0,55209.0
kroA100.tsp,21282.0,21282.0,21282.0,21282.0,21282.0,21282.0,21282.0
kroA150.tsp,26524.0,26524.0,26524.0,26524.0,26524.0,26524.0,26524.0
kroA200.tsp,29368.0,29368.0,29368.0,29368.0,29368.0,29368.0,29368.0
kroB100.tsp,22141.0,22141.0,22141.0,22141.0,22141.0,22141.0,22141.0
kroB150.tsp,26130.0,26130.0,26130.0,26130.0,26130.0,26130.0,26130.0
kroB200.tsp,29437.0,29437.0,29437.0,29437.0,29437.0,29437.0,29437.0
kroC100.tsp,20749.0,20749.0,20749.0,20749.0,20749.0,20749.0,20749.0
kroD100.tsp,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0
kroE100.tsp,22068.0,22068.0,22068.0,22068.0,22068.0,22068.0,22068.0
lin105.tsp,14379.0,14379.0,14379.0,14379.0,14379.0,14379.0,14379.0
lin318.tsp,42029.0,42029.0,42029.0,42029.0,42029.0,42029.0,42029.0
linhp318.tsp,41345.0,41345.0,41345.0,41345.0,41345.0,41345.0,41345.0
p654.tsp,34643.0,34643.0,34643.0,34643.0,34643.0,34643.0,34643.0
pcb442.tsp,50778.0,50778.0,50778.0,50778.0,50778.0,50778.0,50778.0
pr107.tsp,44303.0,44303.0,44303.0,44303.0,44303.0,44303.0,44303.0
pr124.tsp,59030.0,59030.0,59030.0,59030.0,59030.0,59030.0,59030.0
pr136.tsp,96772.0,96772.0,96772.0,96772.0,96772.0,96772.0,96772.0
pr144.tsp,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0
pr152.tsp,73682.0,73682.0,73682.0,73682.0,73682.0,73682.0,73682.0
pr226.tsp,80369.0,80369.0,80369.0,80369.0,80369.0,80369.0,80369.0
pr264.tsp,49135.0,49135.0,49135.0,49135.0,49135.0,49135.0,49135.0
pr299.tsp,48191.0,48191.0,48191.0,48191.0,48191.0,48191.0,48191.0
pr439.tsp,107217.0,107217.0,107217.0,107217.0,107217.0,107217.0,107217.0
pr76.tsp,108159.0,108159.0,108159.0,108159.0,108159.0,108159.0,108159.0
rat195.tsp,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0
rat575.tsp,6773.0,6773.0,6773.0,6773.0,6773.0,6773.0,6773.0
rat783.tsp,8806.0,8806.0,8806.0,8806.0,8806.0,8806.0,8806.0
rat99.tsp,1211.0,1211.0,1211.0,1211.0,1211.0,1211.0,1211.0
rd100.tsp,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0
rd400.tsp,15281.0,15281.0,15281.0,15281.0,15281.0,15281.0,15281.0
st70.tsp,675.0,675.0,675.0,675.0,675.0,675.0,675.0
ts225.tsp,126643.0,126643.0,126643.0,126643.0,126643.0,126643.0,126643.0
tsp225.tsp,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0
u159.tsp,42080.0,42080.0,42080.0,42080.0,42080.0,42080.0,42080.0
u574.tsp,36905.0,36905.0,36905.0,36905.0,36905.0,36905.0,36905.0
u724.tsp,41910.0,41910.0,41910.0,41910.0,41910.0,41910.0,41910.0
ulysses16.tsp,6859.0,6859.0,6859.0,6859.0,6859.0,6859.0,6859.0
ulysses22.tsp,7013.0,7013.0,7013.0,7013.0,7013.0,7013.0,7013.0
